,post_id,title,sentence,job_code_1A,job_code_1B,company,post_date,industry_id,industry_name,sector_id,sector_title,branch_id,branch_title,sub_branch_id,sub_branch_title,pjt_matched_other_branch_id,batch_id,run_no,job_salary_min,job_salary_max,job_salary_average,job_salary_unit,job_salary_remarks,job_salary_estimated,job_employment_type,job_employment_type_description,qualification,education_level,education_level_title,experience,working_experience,is_part_time,is_freelance,is_full_time,principal_job_title_matched,pjt_is_matched_custom_rule
1183,12457015,it support officer,"responsibilities  : ;  enforce it policies  ,   procedures and documents appropriately in a timely manner ;  support it hardware  ,   ensuring faulty equipment such as laptops  /  desktops  ,   mobile devices  ,   printers are repaired and maintained ;  troubleshoot a variety of computer issues  ,   network connectivity and hardware  /  software issues ;  assist with wireless and wired networking  ,   video conference system and any other presentation systems as required ;  remove malware and install security software in order to protect various systems ;  analyze and recover user pc when malfunction occurs ;  support applications such as microsoft o365 product and other web applications ;  maintain the centralized asset register  ,   organizing  /  updating asset entries as well as other inventory lists ;  assist the logging and disposal of end of life equipment ;  assist any other adhoc duties as assigned ;  requirements  : ;  higher diploma or above in computer science or related discipline ;  at least 2 years’ working experience in it support ;  good knowledge of tcp  /  ip  ,   network infrastructure  ,   internet  ,   security and email technology ;  self motivated  ,   quick response  ,   strong problem solving skills and analytical mind set ;  responsible  ,   able to work independently with positive attitude ;  good written and spoken english and cantonese ;  excellent communication skills with strong service minded",#N/A,,Pacific Cyber Business Systems Limited,11/23/2020 8:00:00,20,Retail Trade,1,#N/A,9,"Durable Goods, n.e.c.",29,"Retail sale of computers, peripheral units, software and telecommunications equipment (except HSIC 474101)",0,202011,2,0,0,0,#N/A,#N/A,0,1,Full Time,School Certificate,0,#N/A,2 years,0,0,0,0,1,1
407,8260913,it system specialist / network engineer,"responsibilities  : ;  manage server  ,   database and network infrastructure ;  perform server and infrastructure maintenance  ,   support and troubleshooting ;  conduct system monitoring  ,   performance tuning and capacity planning ;  maintain and implement server and infrastructure policy and standard ;  liaise vendors and application team on project implementation  ,   maintenance and support ;  resolve incidents and problems and liaise with vendor as necessary ;  prepare and maintain related documentation and operation manual ;  handle ad hoc projects assigned by supervisor ;  requirements  : ;  higher diploma or above in computer science or related discipline ;  at least 2 years related experience preferably in retail industry ;  have technical knowledge in vmware  ,   sql server  ,   lan  ,   wan  ,   network  ,   firewalls and cloud management ;  fluency in both english and chinese   (  cantonese  /  mandarin  ) ;  good communication  ,   interpersonal and presentation skills ;  proactive  ,   positive  ,   with passion to drive changes and make continuous improvements ;  we offer an attractive package commensurate with your qualifications and experience ;  please apply with full resume  ,   present and expected salary  ,   quoting the ref ;  no ;  to the human resources department  ,   pricerite home limited  ,   28  /  f manhattan place  ,   23 wang tai road  ,   kowloon bay  ,   kowloon  ,   hk ;  or fax to 2820 0651 or press   ""  apply now  "" ;  all information provided by applicants will be treated in strict confidentiality and used for recruitment purpose only ;  we will retain your application for a maximum period of 6 months and may refer it to other vacancies within the group",0,000,Pricerite Home Ltd,5/19/2020 8:00:00,20,Retail Trade,1,#N/A,9,"Durable Goods, n.e.c.",30,Retail sale of furniture and fixtures,0,202005,7,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,0,#N/A,Not Specified,2,0,0,0,1,1
1485,12894389,jewellery specialist trainee,"fresh graduate welcome      to be a jewellery specialist        provide internal training           no experience is required          related studies is an advantage            responsible  ,   organized  ,   hard working and honest            team work spirit & willing to learn            f.5 or above            tsim sha tsui retail shop            9  :  15am – 7  :  50pm            no shift work            salary  :   hk  $  12k   hk  $  18k   (  negotiable  )                             we offer attractive remuneration package to successful candidates ;  interested parties please send your full resume with present & expected salary  ,   and availability ;  all personal data collected will be used for recruitment purpose only",#N/A,,Premier Jewellery & Watch Limited,11/6/2020 0:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202011,2,0,0,0,0,-,0,1,Full Time,F.5- F.7 or DSE,0,#N/A,-,0,0,0,1,0,0
1433,5610244,jr. category manager - food/ confectionary,"reporting directly to merchandising director  ,   the jr ;  category manager  will be responsible for leading and managing his  /  her portfolio food or confectionary brands from forecasting  /  otb  ,   buying to space allocation  /  store design in order to maximize sales  ,   trade margins and trading profits  ,   stock on hand  ,   stock turn and space productivity ;  job duties & responsibilities ;  research  ,   monitor  ,   analyze and improve his  /  her portfolio performance from diverse perspective  :   sales  ,   category mix  ,   customer mix  ,   market trend  ,   penetration  ,   who is shopping vs ;  who is not  ,   etc ;  update a robust brand mix in order to attract different segments and profiles at multiple shops operated by shilla   (  hkia  ,   mia  )     (  age  ,   socio economic status  ,   nationality  ,   shopping behavior  ,   etc ;  ) ;  liaise with design and construction team regarding store renovation  ,   brand in  /  out control  ,   vm execution ;  negotiate and manage trade terms and reach agreements with brands which includes store design and layout  ,   space planning  ,   capex funding  ,   sales assistant headcount ;  responsible for otb management  ,   purchase order proposals  ,   stock management and kpi’s control ;  source new and emerging category  /  brand to introduce to the business ;  collaborate with team colleagues to manage daily tasks including merchandise reporting  ,   assortment  /  sales data consolidating and analyzing ;  work closely with brands and retail operations team to  : ;  upgrade and maximize our in store execution   (  brands stories  ,   lifestyle concepts  ,   tailored proprietary furniture  ,   curated zones  ,   etc ;  )   in the respect of awarded tender submission contents ;  support store refurbishment projects such as working with external project management  ,   designer and contractor ;  liaise with marketing and it teams to develop his  /  her portfolio through digital channels  ,   on line store  ,   in store digital assets and marketing strategies ;  liaise with logistics team regarding shipment schedule  ,   stock management  ,   adhoc issues relating to stock flow ;  oversee the overall planning and execution of brands’ marketing   /  promotional calendar for his  /  her portfolio ;  manage brand marketing income through securing marketing supports from brands such as gwp and investments ;  support marketing team in the areas of advertising  ,   public relations and communications  ,   and any external tie ups promotions or partnership programs ;  key requirements & competencies ;  degree holder or above ;  at least 3 years of relevant merchandising experience in food or confectionary preferably in travel retail industry ;  possess category acumen and flair ;  self starter with strong business acumen and result oriented ;  outgoing  ,   dependable  ,   proactive and team player with can do attitude ;  good organization and time management skills ;  good customer service focus to internal and external customers ;  strong communication and interpersonal skills  ,   ability to interact with all levels ;  hands on experience in ms excel & powerpoint ;  knowledge in sap is a plus ;  fluent in written and spoken english and cantonese ;  other language skills would be a plus ;  interested parties please attach your full resume with current and expected salary and your availability to the application for recruit.shillahk@samsung.com ;  you can also view our business scope & company details on our company website  :   https  :   /   /  www.beautyandyou.com.hk  / ;  data collected will be treated with strict confidential and used for recruitment purpose only",#N/A,,Shilla Travel Retail Hong Kong Limited,1/3/2020 8:00:00,20,Retail Trade,1,#N/A,6,Department Stores,24,Department stores,0,202001,14,0,0,0,0,--,0,1,Full Time,Bachelor ,3,BACHELOR,3 ,3,0,0,1,1,1
1052,7932336,junior accounts clerk,"responsibilities   : ;  perform daily general accounting duties  ,   including accounts receivable & payable functions ;  assist in handling month end closing ;  prepare regular monthly reconciliations and reports ;  update data and filing ;  assist in adhoc assignments and support the department ;  requirement   : ;  holder of hkdse   /   hkcee or equivalent with lcci level 3 or above ;  over 1 year’s working experience in food and beverage industry is preferred ;  strong in pc skills especially excel ;  good command of written and spoken english and chinese ;  self motivated  ,   result oriented with strong sense of responsibility and high team spirit ;  immediate available is highly preferred ;  fresh graduate will also be considered ;  application methods ;  interested parties please send full resume with current and expected salary   (  quoting employer ref  :    )   to hr department via email  :   hr@daisanggroup ;  com",#N/A,,Dai Sang Group International Limited,5/1/2020 8:00:00,20,Retail Trade,1,#N/A,1,"Food, Beverages and Tobacco",2,"Retail sale of food, beverages and tobacco in specialised stores",0,202005,7,0,0,0,0,--,0,1,Full Time,DSE,0,#N/A,1,1,0,0,1,1,1
882,6003887,junior buyer - rtw,"job highlights ;  experience in ready to wear merchandising   /   buying ;  overseas travel is required ;  fluent in spoken and written english & cantonese         job description ;  summary  :    the position is responsible for executing all merchandising functions  ,   including managing sales  ,   seasonal purchase  ,   inventory  ,   product delivery and training  ,   so as to achieve sales and profit targets based on the seasonal business plan ;  essential duties and responsibilities ;  support the merchandising team in all aspects including preparing buying reports and analysis ;  monitor inventory  ,   delivery situation to ensure a healthy and appropriate mix and stock level are maintained ;  work closely with sales team and visual merchandising to promote business opportunities ideas ;  conduct extensive market research and analysis ;  assist merchandising team on the preparation of seasonal product training and fashion trend information ;  qualifications ;  bachelor degree in fashion  ,   textiles or other related disciplines ;  minimum 4 5 years experience in ready to wear merchandising  /  buying with international luxury retail companies ;  strong fashion and market sense ;  well organized  ,   self initiative  ,   excellent analytical  ,   presentation  ,   and communication skills ;  good team player with strong sense of responsibility ;  fluent in spoken and written english  ,   cantonese and mandarin ;  good pc skills such as ms office ;  overseas travel is required           additional information         career level   middle         qualification   degree         years of experience   4 years         employment type   full time  ,   permanent         company website   http  :   /   /  www.balenciaga.com         job functions   building & construction   >   architectural services                      company overview ;  founded by spanish born cristóbal balenciaga in 1917 and established in paris in 1937  ,   the iconic french fashion house defined the concept of modernity and elegance through the mastery of techniques and the use of innovative fabrics ;  with the appointment of demna gvasalia as artistic director of the collections in 2015  ,   he continues to uphold the vision of cristóbal balenciaga through his exquisite techniques  ,   masterful cuts and by constantly pushing boundaries ;  balenciaga offers women’s and men’s ready to wear  ,   handbags  ,   shoes  ,   accessories  ,   eyewear and a fragrance for women  ,   subsidiary of kering ;  for more information  ,   please visit www.balenciaga.com ;  additional company information         industry   wholesale   /   retail         benefits & others   dental insurance  ,   double pay  ,   five day work week  ,   flexible working hours  ,   life insurance  ,   medical insurance  ,   work from home",#114,517,Balenciaga Asia Pacific Limited,1/9/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202001,14,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,3,BACHELOR,#N/A,4,0,0,1,1,1
836,11364435,junior clerk,"job descriptions  : ;  *   keep accurate account receivable records ;  *   ensure debtor balances in safe level ;  *   filing  maintaining of bulk accounting records ;  requirements  : ;  *   lcci elementary certificate in accounting ;  *   a good team player  a detail oriented person ;  *   fresh graduates are welcome ;  *   immediate available is preferred ;  salary package  : ;  we offer bank holiday  ,   13 month salary  ,   free lunch and medical insurance to right candidate ;  we are close to ko shan theatre  ,   5 10 mins walk from ho man tin mtr ;  interest parties please send your resume with expected salary and date availability to our hr by clicking apply now ;  工作類型  :   全職  ,   長期 ;  薪酬:每月   $  12  ,  000.00   $  14  ,  000.00",311,#000,DEUTSCHLAND AUTO SPARE PARTS GMBH LIMITED,3/18/2020 0:00:00,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,7,"Retail sale of motor vehicles, motorcycles and other transport equipment",0,202003,8,12000,14000,13000,0,12k - 14k,13000,1,Full Time,Diploma or equivalent,0,#N/A,0-5,0,0,0,1,1,1
654,12339789,junior designer – multimedia / designer – multimedia (5 days work),"herbs generation international limited is one of leading distributors of health and skincare products ;  we manage over 10 highly renowned brands like herbs 草姬 and zino ;  to cope with our aggressive business development  ,   we are now inviting high caliber candidates to join our team ;  responsibilities  :   assist sales & marketing department with artworks and concepts	design online and offline marketing materials   (  e.g ;  web banner  ,   edm  ,   ui  ,   print advertisement  ,   leaflet  ,   product packaging  ,   image retouching  )  responsible for video shooting and editing  ,   photo shooting and retouching ;  handle ad hoc projects as assigned requirements  :   degree   /   diploma in graphic   /   multimedia design or related disciplines	1 year relevant working experience  ,   more experience will be considered as multimedia designer  ,   fresh graduate will also be considered	proficiency in mac operation  ,   ai and ps	understanding in after effects and premiere will be an advantage	knowledge in printing and production process	good understand of digital graphic design and social media trends	well organized  ,   highly responsible  ,   attention to details and a good team player	self motivation  ,   ability to be multi task  ,   work well under pressure and tight schedule is essential	creative  ,   flexible  ,   mature and able to work independently	immediate available is preferred	portfolio provided will be prioritized staff benefits maximum 16 days annual leave、public holiday、birthday leave、marriage leave、performance bonus、free gift、medical and dental insurancewe offer 5 days work  ,   attractive remuneration  ,   and career development opportunities ;  interested parties please send full resume with expected salary to hra department by email to [email redacted  ,   apply via company website] learn more about us at www.herbs.hk   *  personal data collected will be used for recruitment purpose only",516,516,HERBS GENERATION INTERNATIONAL LIMITED,9/1/2020 0:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,41,Other retail sale not via stores and movable stalls,0,202009,5,0,0,0,0,-,0,1,Full Time,Diploma or equivalent,3,BACHELOR,1,0,0,0,1,1,1
875,11648495,junior designer – multimedia / designer – multimedia (5 days work),"requirements  : ;  degree   /   diploma in graphic   /   multimedia design or related disciplines ;  1 year relevant working experience  ,   more experience will be considered as multimedia designer  ,   fresh graduate will also be considered ;  proficiency in mac operation  ,   ai and ps ;  understanding in after effects and premiere will be an advantage ;  knowledge in printing and production process ;  good understand of digital graphic design and social media trends ;  well organized  ,   highly responsible  ,   attention to details and a good team player ;  self motivation  ,   ability to be multi task  ,   work well under pressure and tight schedule is essential ;  creative  ,   flexible  ,   mature and able to work independently ;  immediate available is preferred ;  portfolio provided will be prioritized ;  staff benefits ;  maximum 16 days annual leave、public holiday、birthday leave、marriage leave、performance bonus、free gift、medical and dental insurance ;  we offer 5 days work  ,   attractive remuneration  ,   and career development opportunities ;  interested parties please send full resume with expected salary to hra department by email to recruit@herbs.hk ;  learn more about us at www.herbs.hk ;  *  personal data collected will be used for recruitment purpose only",#516,516,Herbs Generation International Limited,8/17/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,41,Other retail sale not via stores and movable stalls,0,202008,4,0,0,0,0,--,0,1,Full Time,Diploma,3,BACHELOR,1,1,0,0,1,0,0
627,12214694,junior groomer##,"職責： 一般寵物美容見習生工作 ;  資歷： 沒有學歷要求 ;  一般粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  懂讀寫英文 ;  對寵物有愛心,勤奮,有此行業工作經驗優先,需有寵物美容知識或經驗 ;  待遇： 試工津貼  $  8  ,  300  ,   上午 11 時至下午 7 時  ,   每週工作 5 天,輪休,一個月試工期  ,   每天工作 8 小時   (  每天 45 分鐘用膳時間屬於工作時數  )",312,312,-,10/7/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202010,2,8300,8300,8300,0,"$8,300 per month",8300,1,Full Time,No requirement on academic qualification,0,#N/A,0 Year(s),0,0,0,0,0,0
1038,13716235,junior sales,"職責  : ;  · 積極向顧客銷售產品 ;  · 解答顧客對產品疑問 ;  · 提供優質顧客服務 ;  · 處理日常店務工作:包括整理貨品陳列,貨存整理等 ;  有意者請按  ""  apply now  ""  申請",#N/A,,Studio A Technology Limited,12/30/2020 0:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,37,Retail sale of telecommunications equipment,0,202012,2,12000,13000,12500,0,12k - 13k,12500,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,0-5,0,0,0,1,1,1
859,12572745,junior secretary,"職責： 負責一般文書工作  ,   資料輸入等 ;  資歷： 中五程度 ;  2 年經驗 ;  良好粵語優先 ;  一般英語 ;  懂讀寫中文 ;  略懂讀寫英文 ;  懂中英文電腦操作 ;  待遇： 每月  $  13  ,  000  ,   有員工購物優惠  ,   在職培訓 及醫療保險  ,   星期一至五  :   上午 10 時至下午 8 時及星期六  :   上午 10 時至下午 3 時  ,   每週工作 5 天半  ,   每天工作 9 小時",#514,#000,REVEL LIMITED,12/7/2020 8:00:00,20,Retail Trade,1,#N/A,8,Medicines and Cosmetics,28,Retail sale of cosmetics and personal care products,0,202012,2,13000,13000,13000,0,"$13,000 per month",13000,1,Full Time,Secondary 5,0,#N/A,2 Year(s),0,0,0,0,0,0
785,11808984,"junior secretary, ceo office, 25k","my client is a leading financial institution in the market ;  due to expansion  ,   they are currently looking for a junior secretary to support the ceo office ;  job duties  : ;  provide full spectrum of secretarial support to our senior management executives ;  interact with individuals at various levels in the company and coordinate with different departments from regions ;  manage and schedule calendar such as scheduling of appointments  ,   meetings and events  ,   hotel and travel arrangements ;  manage and assist in organizing regional meeting and conference with internal and external parties ;  handle business correspondence  ,   confidential documents and other administrative duties ;  work on adhoc duties as assigned by senior management ;  requirement  : ;  strong communication skills and interpersonal skills ;  hands on experience in administration duties ;  at least 2 years or above relevant experince from sizeable banks or finance companies is highly preferred ;  excellent english  ,   cantonese and mandarin ;  presentable  ,   independent and self motivated",#000,517,Ambition,8/26/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202008,4,0,0,0,#N/A,#N/A,0,1,Full Time,Degree,0,#N/A,2 years,2,0,0,0,1,1
102,11122548,"junior secretary, excellent written and spoken english, 25k","job duties ;  provide a full spectrum of administrative and secretarial support to management of the group  ,   include but not limited to prepare documents  ,   minutes  ,   calendar management  ,   schedule meetings and coordinate events  ,   travel itinerary and hotel arrangement ;  assist to networking and communicating with investors for potential collaborations ;  prepare business presentation for the management ;  requirements ;  university graduated ;  at least 3 years' relevant experiences ;  strong communication  ,   problem solving and interpersonal skills ;  excellent english",000/,000,Ambition,6/30/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202006,10,0,0,0,#N/A,#N/A,0,1,Full Time,Degree,0,#N/A,2 years,3,0,0,0,1,1
1355,8453406,"junior secretary, good english, 2 years experience","our client is a growing financial service company ;  they are looking for an outgoing and cheerful secretary with positive energy to support the hong kong office ;  english writing skill is important for this position ;  responsibilities  : ;  responsible for office administration and secreatarial tasks ;  dairy managment  ,   travel logitics and expense  ,   meeting arragement ;  assist in general administration  ,   document handling  ,   procurement update  ,   company policy update and standard service quality checks ;  perform ad hoc task as assigned by office manager ;  requirements  : ;  2 years of secretarial experience ;  stable work record with sizable companies ;  good team player  ,   good interpersonal skills ;  sound knowledge in computer application such as microsoft word  ,   excel and powerpoint ;  excellent level of english  ,   mandarin and cantonese ;  short notice is an advantage",#N/A,,Ambition,6/12/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202006,10,0,0,0,#N/A,#N/A,0,1,Full Time,Degree,0,#N/A,2 years,2,0,0,0,1,1
556,12212548,kitchen helper,"職責： 一般廚房/水吧出餐運作  ,   負責廚房粉麵位   (  無大炒爐  ) ;  資歷： 沒有學歷要求 ;  1 年經驗 ;  良好粵語優先 ;  略懂讀寫中文 ;  無需落場  ,   守時  ,   有責任感  ,   整潔衛生 ;  待遇： 每月  $  15  ,  000     $  18  ,  000  ,   有供膳食  ,   超時工作津貼  ,   酌情性花紅 及晉升機會  ,   上午 9 時至下午 7 時  ,   上午 11 時至下午 9 時或下午 2 時至凌晨 0 時  ,   每週工作 6 天,輪班,輪休  ,   每天工作 10 小時",000,000,-,10/7/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202010,2,15000,18000,16500,0,"$15,000 - $18,000 per month",16500,1,Full Time,No requirement on academic qualification,0,#N/A,1 Year(s),0,0,0,0,0,0
1128,12561605,kitchen helper,"職責： 一般廚房煮飯搬貨工作 ;  資歷： 沒有學歷要求 ;  2 年經驗 ;  一般粵語 ;  懂閱讀中文 ;  待遇： 每月  $  14  ,  000     $  14  ,  500  ,   有供膳食 及年終獎金  ,   上午 7 時至下午 7 時  ,   每週工作 6 天,輪休  ,   每天工作 11 小時",#N/A,,-,12/1/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202012,2,14000,14500,14250,0,"$14,000 - $14,500 per month",14250,1,Full Time,No requirement on academic qualification,0,#N/A,2 Year(s),0,0,0,0,0,0
726,11585531,laboratory manager,"degree in civil engineering or structural ;  with relevant experience in civil engineering works and piling testing works ;  leading of all department  ,   submission of tenders  ,   procedures  ,   structural material test   & piling tests ;  mhkie professional qualification is require ;  we offer competitive remuneration package and career prospects  ,   including but not limited to incentive bonus scheme  ,   medical plan  ,   life insurance  ,   examination leave ;  interested parties please send your application with full resume including your present and expected salary to our personnel department by fax   :   26953944    (  attn ;  :   ms ;  ip  )   or click “apply now”",000,114,ETS - Testconsult Limited,8/6/2020 8:00:00,20,Retail Trade,1,#N/A,1,"Food, Beverages and Tobacco",2,"Retail sale of food, beverages and tobacco in specialised stores",0,202008,4,0,0,0,#N/A,#N/A,0,1,Full Time,Degree,3,BACHELOR,Not Specified,0,0,0,0,0,0
618,11379668,laboratory technician (food),"responsibilities  : ;  prepare and perform chemical test  ,   microbiological test and instrumental analysis of food products ;  assist in maintaining quality control system such as conduct laboratory equipment maintenance and calibration  ,   method validation and verification  ,   etc ;  perform housekeeping duties in the laboratory ;  requirements  : ;  tertiary education or above with the major in applied biology  ,   chemistry  ,   food science or other related disciplines with the coverage of course of microbiology and analytical chemistry ;  1 2 years working experience in microbiological testing or chemical analysis on food ;  knowledge in laboratory techniques and hands on experience in microbiological testing operating analytical instruments such gc  /  ms  ,   lc  /  ms  /  ms and icp  /  ms would be an advantage ;  detail minded and able to work under pressure and independently with good time management ;  work location  :   sheung shui",000,000,PARKnSHOP,4/4/2020 0:00:00,20,Retail Trade,1,#N/A,2,Supermarkets,4,Supermarkets,0,202004,10,0,0,0,0,-,0,1,Full Time,"Degree, Asso. Deg or High Dip",0,#N/A,1-2,1,0,0,1,0,0
1471,12564042,labourer**,"職責： 淋花  ,   清潔場地  ,   除雜草  ,   由公司安排工作 ;  資歷： 小六程度 ;  1 年經驗 ;  良好粵語 ;  懂讀寫中文 ;  略懂讀寫英文 ;  持有保安員証優先 ;  待遇： 每月  $  9  ,  500  ,   有每月勤工獎金  $  500  ,   上午 7 時至下午 3 時,每週工作 6 天,輪休,每天工作 8 小時  ,   需要時需替更中班(下午 3 時至下午 11 時)或夜班(下午 11 時至上午 7 時 )   ,   星期六、日及公眾假期必須上班",#N/A,,-,12/4/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202012,2,9500,9500,9500,0,"$9,500 per month",9500,1,Full Time,Primary 6,0,#N/A,1 Year(s),0,0,0,0,0,0
427,12238178,lead devops engineer - 70k,"lead devops engineer   70k ;  responsibilities  : ;  coordinate & implement the ci  /   cd pipeline on development  ,   integration  ,   test and production environments ;  assist troubleshooting in various environments for system configuration   /   software issues ;  work with cross functional development team in hk and sz in designing and implementing new services and applications involving real time transactions ;  provide day to day deployment  ,   operation and troubleshooting support ;  responsible for system administration & dba for development & testing environments ;  responsible to support non functional requirements testing through scope definition  ,   environments  ,   test definition and execution ;  support the automation of batch jobs for day end processing in various environments ;  requirements  : ;  bachelor degree in computer science   /   engineering or equivalent ;  5+ years of experience in managing ci  /   cd pipelines ;  5+ years of hands on development & testing environment build up & maintenance ;  experience with configuration management tool such as ansible  ,   chief ;  experience with application release & deployment tools such as ibm urban code ;  experience in developing and maintaining continuous testing tool chain  ,   such as tosca  ,   soap ui  ,   selenium  ,   etc ;  experience with atlassian management tools such as jira  ,   hp alm  ,   ms tfs ;  experience in implementing & utilizing apm monitoring solutions is a plus ;  experience in managing and deploying to enterprise cloud environments is a plus ;  strong english  ,   cantonese and mandarin oral and written communication skills ;  interested parties please submit your cvs to [email protected]   /   click apply now",0,121,Ambition,10/8/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202010,2,0,0,0,#N/A,#N/A,0,2,Part Time,Degree,3,BACHELOR,5 years,5,1,0,0,1,1
1080,8077497,"leasing & construction project manager (greater china - hk, macau & taiwan)","design phase management ;  construction drawings and shop drawings review and approval ;  project procurement ;  obtain all required city project approvals ;  project implementation ;  responsible for proper administration of construction and leasing contracts ;  attend coordination meetings with mall management  ,   general contractor and other critical vendors ;  manage construction schedule ;  conduct project site visits to review project schedule  ,   quality of work and compliance to construction documents ;  manage and approve payment to vendors ensuring work has been completed per schedule ;  project close out ;  prepare punch list ;  obtain final city inspections and certificate of occupancy ;  confirm punch list items have been corrected before approving final payments ;  obtain  ,   review and approve general contractor’s turnover package ;  submit for and obtain tenant allowances ;  other responsibilities  :   perform other related duties as assigned  ,   based on the business need ;  requirements ;  minimum 5   7 years project  /  construction management experience in a retail environment ;  bachelor's degree in engineering or construction related field ;  able to communicate effectively to a wide range of people ;  building officials  ,   tenant coordinators  ,   general contractors  ,   subcontractors  ,   architects  ,   consultants  ,   tesla direct vendors  ,   and internal tesla staff ;  ability to identify potential problems and resolve before they become large issues ;  good understanding of the design process and being able to manage architects and consultants ;  ability to meet deadlines  /  project schedule milestone dates and effectively manage general contractors ;  ability to develop new design details that can save time and money ;  strong project management and program management skills and ability to accurately estimate project costs ;  have excellent cost control  ,   project forecasting skills and ability to develop detailed cpm schedules ;  working knowledge of construction documents  ,   commercial leases  ,   and construction exhibits ;  proven track record of managing and delivering multiple simultaneous retail store construction projects on time and within budget  ,   and adhering to the highest quality and standards ;  ability to function autonomously  ,   working independent of a support staff  ,   in a fast paced environment  ,   ability to deal with changing priorities ;  ability to travel as required ;  fluency in english and chinese ;  responsibilities ;  project development ;  site due diligence ;  review lease documents ;  develop budgets for new stores  ,   remodels and refresh projects",#N/A,,Tesla Motors HK Limited,5/5/2020 8:00:00,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,7,"Retail sale of motor vehicles, motorcycles and other transport equipment",0,202005,7,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,3,BACHELOR,Not Specified,7,0,0,1,1,1
415,6918617,licensee officer - store leasing (ref.: jdb/lo),"job description ;  responsibilities  : ;  handle daily leasing enquiry and all tenancy issues including renewal tenancies  ,   perform leasing and marketing activities and undertake leasing negotiation ;  handle leasing administration  ,   including preparing report  ,   offer letter  ,   tenancy agreement  ,   license agreement and related document ;  review and maintain the tenants’ database ;  maintain good relationship with existing and potential tenant ;  handle enquiries  ,   emergency incidents and complaints from tenants ;  conduct market research  ,   analyzing data and compiling report ;  assist to formulate and implement strategies to achieve business targets of the company ;  and ;  coordinate with various departments on new project including layout planning and design  ,   technical requirements  ,   property management and marketing plan ;  requirements  : ;  degree or diploma graduate in any disciplines ;  at least 1 year of relevant experience would be in advantage ;  good in negotiation and customer behavior ;  a responsible  ,   self motivated  ,   detail oriented and able to work independently ;  good command of written and spoken in english and chinese ;  comprehensive pc skills such as words  ,   excel and chinese word processing ;  and ;  immediately available is preferred ;  we offer attractive remuneration package  ,   commensurate with experience to the successful applicant ;  interested parties please send full resume with current and expected salaries to human resources manager  ,   aeon stores   (  hong kong  )   co ;  ,   limited  ,   units 7 11  ,   26 floor  ,   cdw building  ,   388 castle peak road  ,   tsuen wan  ,   new territories  ,   hong kong ;  “all application received will be kept strictly confidential and used exclusively for employment purpose only” ;  (  please quote our reference no ;  for the position applied on the envelope  )",198,198,Aeon Stores (Hong Kong) Co Ltd,2/11/2020 8:00:00,20,Retail Trade,1,#N/A,6,Department Stores,24,Department stores,0,202002,7,0,0,0,#N/A,#N/A,0,1,Full Time,Non-Degree Tertiary,3,BACHELOR,#N/A,1,0,0,1,1,1
